visitorid,recommendation_timestamp,rank_1_itemid,rank_2_itemid,rank_3_itemid,rank_4_itemid,rank_5_itemid,rank_6_itemid,rank_7_itemid,rank_8_itemid,rank_9_itemid,rank_10_itemid,rank_11_itemid,rank_12_itemid,rank_13_itemid,rank_14_itemid,rank_15_itemid,rank_16_itemid,rank_17_itemid,rank_18_itemid,rank_19_itemid,rank_20_itemid
200675,2015-09-01 03:00:00+00:00,50467,133398,301345,417230,67045,436143,14579,425049,339087,390036,411607,404056,79156,94711,111420,423987,365536,25828,46865,351912
200707,2015-09-01 03:00:00+00:00,339495,75507,6025,14107,47100,54277,102147,112679,183965,196030,206621,233315,244225,261412,300383,323591,334684,407655,443395,449268
200735,2015-09-01 03:00:00+00:00,321513,158314,278576,466735,402,836,3347,13376,13453,16645,16887,17781,17946,20603,20890,25218,27733,29282,29894,35908
200879,2015-09-01 03:00:00+00:00,329064,292691,21822,254169,143597,179224,202150,315287,107823,34483,106966,176943,37680,237972,460083,352723,85914,187946,461686,5411
200945,2015-09-01 03:00:00+00:00,72156,124880,23477,51822,145488,189221,302363,396478,419690,437298,202671,31952,310780,4020,16151,24522,36160,49646,66946,68558
201228,2015-09-01 03:00:00+00:00,329104,294739,330900,33421,374896,353111,137582,158641,384603,395965,420162,261351,258087,268772,283919,368134,371965,162652,432779,96238
201531,2015-09-01 03:00:00+00:00,308714,409983,349146,28900,200345,140360,144090,225706,287068,291561,324704,343842,365004,420434,451800,347530,148788,23623,42369,82313
201546,2015-09-01 03:00:00+00:00,363538,420162,162652,180288,134806,283919,45840,125904,2119,384603,396736,406780,267232,32823,277390,415263,415976,154553,102797,92186
201709,2015-09-01 03:00:00+00:00,199948,356999,276746,420479,465988,242816,148857,322156,48159,131270,146441,115256,70517,394247,13188,339032,356498,59163,336842,416109
201720,2015-09-01 03:00:00+00:00,35201,211247,219718,396445,4964,188835,342206,25317,233132,85334,309918,391472,340921,4606,219933,183511,68000,97594,137130,218696
201875,2015-09-01 03:00:00+00:00,51767,54765,285192,23990,30436,46023,68447,91698,101883,137767,153432,154436,155733,192120,221792,268487,322332,333167,339569,341534
202270,2015-09-01 03:00:00+00:00,247997,290784,301825,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029
202386,2015-09-01 03:00:00+00:00,88398,144177,71097,279948,49590,195931,270865,448493,62800,342959,397945,412771,454665,129377,306559,191076,274756,223872,252877,265393
202509,2015-09-01 03:00:00+00:00,288461,57135,344239,357004,77033,303203,105823,46156,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975
202527,2015-09-01 03:00:00+00:00,309872,86198,343063,315611,5492,71343,83536,100572,119054,128096,152502,167772,272722,277505,368427,370990,434757,69916,73686,92055
202730,2015-09-01 03:00:00+00:00,450240,362480,245591,150687,214895,388584,378517,175538,78395,256329,193535,175859,92319,382787,271415,281912,263692,368112,180783,155741
202745,2015-09-01 03:00:00+00:00,354270,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130,48030
203051,2015-09-01 03:00:00+00:00,292244,384668,317819,124476,313403,377520,382437,346876,368777,37902,66180,70964,135210,153586,174179,286965,299052,308394,331026,387021
203247,2015-09-01 03:00:00+00:00,44884,166730,353113,452611,443561,426130,30764,104294,160352,219558,343133,354192,461049,36630,116746,118062,1508,4090,31516,33581
203322,2015-09-01 03:00:00+00:00,460873,168239,179185,201177,230571,328546,23001,75857,99013,99242,105644,114590,136491,153106,154015,212667,250093,375752,21573,44357
203562,2015-09-01 03:00:00+00:00,154135,335459,145159,57221,194431,418176,271441,222613,61320,121742,130610,256436,10935,14656,62077,63338,86297,89821,93595,98990
203599,2015-09-01 03:00:00+00:00,270317,321424,326510,315180,404685,233853,136146,380732,297179,384805,133336,426286,427180,380821,394792,64276,338716,406165,233943,318085
203708,2015-09-01 03:00:00+00:00,294419,305804,280145,22558,23990,30436,68447,154436,155733,188600,192120,200345,221792,268487,333167,339569,341534,361192,365004,386763
203883,2015-09-01 03:00:00+00:00,201620,130878,130725,188395,4699,23990,30436,51349,68447,91878,116323,126015,151206,154436,155733,160256,190401,192120,206392,210473
204000,2015-09-01 03:00:00+00:00,285411,287356,277797,111420,46023,91698,101883,137767,153432,322332,368580,458579,270038,971,85929,90631,131364,244405,249940,287043
204135,2015-09-01 03:00:00+00:00,454300,140719,290007,341182,454879,23677,71730,70937,217696,257504,203923,30075,118212,332113,81887,438986,27009,318478,238678,80497
204167,2015-09-01 03:00:00+00:00,185690,368168,213792,258772,226532,439789,444247,405485,18529,302637,202711,368533,160161,247954,100172,87209,139971,67486,404927,448091
204226,2015-09-01 03:00:00+00:00,38379,259405,538,1874,3710,5024,11227,12320,17817,18274,22128,25042,31454,37484,60655,61583,64247,66439,69617,69698
204249,2015-09-01 03:00:00+00:00,1999,442431,280570,204761,428819,1669,6992,18062,34852,60056,70100,71560,82904,105341,110671,147547,216499,272341,306629,317221
204484,2015-09-01 03:00:00+00:00,303947,453352,431269,258163,324672,2440,100423,233773,443470,86713,416901,44847,169559,100608,242538,320131,111273,115764,109909,346182
205067,2015-09-01 03:00:00+00:00,105414,28064,329741,136359,18977,11385,10935,14656,62077,63338,86297,89821,93595,98990,108765,121304,151282,154722,160054,186780
205151,2015-09-01 03:00:00+00:00,1981,151839,182157,1761,32431,85742,143459,280065,10628,10935,14656,35316,43593,62077,63338,86297,89821,93595,98990,103272
205178,2015-09-01 03:00:00+00:00,35322,348132,1049,30681,44055,70635,80313,99484,140168,142751,148651,164846,165416,186817,193896,219502,230595,272255,286716,288141
205227,2015-09-01 03:00:00+00:00,250908,128908,92864,120822,56745,231482,214790,340960,118914,28833,51906,66798,151119,188126,309411,450461,37331,13925,12315,407992
205325,2015-09-01 03:00:00+00:00,99748,127393,308506,175337,73617,364547,289976,322190,45175,79572,184199,130094,10935,14656,62077,63338,86297,89821,93595,98990
205374,2015-09-01 03:00:00+00:00,288771,312550,293039,222769,443683,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255
205453,2015-09-01 03:00:00+00:00,353736,270913,162095,348235,4698,263245,439358,270383,216768,383307,126332,91878,377802,328538,398094,11929,43256,284907,119675,200600
205698,2015-09-01 03:00:00+00:00,432171,391638,7665,183365,328478,142948,158406,158786,227608,227699,420108,39097,129206,457189,6946,26700,27646,37902,51987,53141
206026,2015-09-01 03:00:00+00:00,168952,220261,352532,104769,152852,164143,418393,260545,956,1049,5922,6460,10413,17977,19839,20866,21130,25132,27350,30681
206567,2015-09-01 03:00:00+00:00,290584,35171,340139,240321,32781,45722,80735,101025,111325,131771,135043,144071,144203,171076,203710,230877,353304,382492,10935,14656
206797,2015-09-01 03:00:00+00:00,372087,448291,293139,314817,212029,21747,243358,312258,350061,420549,274857,21547,27483,37972,71670,82010,88501,110653,111070,125421
206806,2015-09-01 03:00:00+00:00,123645,80858,430288,13427,338800,421227,234438,109323,135107,234640,376438,398760,440199,463989,278186,18841,111473,454021,90715,266480
206862,2015-09-01 03:00:00+00:00,354377,378577,465748,344862,137455,87916,130524,90835,134108,452341,60999,61508,93544,108666,147414,242204,455792,189847,17666,30374
207009,2015-09-01 03:00:00+00:00,278198,426987,857,162068,211667,466844,330960,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530
207176,2015-09-01 03:00:00+00:00,342058,192954,384724,465706,385550,279280,423489,274898,228521,38821,266616,417038,459754,422039,326232,10935,14656,62077,63338,86297
207186,2015-09-01 03:00:00+00:00,14290,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130,48030
207415,2015-09-01 03:00:00+00:00,357474,274798,18758,4115,10628,20878,27646,35316,43593,44297,53452,71398,96075,103272,111787,112794,118221,125706,125968,143609
207470,2015-09-01 03:00:00+00:00,380151,446805,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130
207549,2015-09-01 03:00:00+00:00,102622,344695,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130
207723,2015-09-01 03:00:00+00:00,75010,1669,6992,34852,60056,70100,71560,82904,110671,147547,216499,255961,272341,350489,369885,445265,35713,63649,84614,88052
207778,2015-09-01 03:00:00+00:00,96375,249207,285148,137149,415677,129111,279866,19476,27024,37902,41191,58162,66180,70964,71816,78862,91592,92885,133825,135210
208323,2015-09-01 03:00:00+00:00,241555,325310,37115,283115,412622,9877,252319,319680,38965,268972,265571,381941,82377,239006,322341,250212,111094,44826,269085,82173
208482,2015-09-01 03:00:00+00:00,202474,311047,344432,133254,243868,281556,80208,12357,284653,390455,327111,211192,325483,262204,286849,4115,44297,71398,96075,151974
208501,2015-09-01 03:00:00+00:00,440177,410362,185,1157,2759,6847,8661,10126,10629,13984,15413,18539,18699,25864,28690,39839,41838,44113,45379,54184
208511,2015-09-01 03:00:00+00:00,223366,228074,58822,62697,108211,131533,133407,171699,189892,217370,227306,295701,320651,332486,352572,357398,370308,370351,402564,429715
208564,2015-09-01 03:00:00+00:00,328568,5190,13084,18843,30570,30801,260826,343120,358336,439370,73566,219511,304527,311496,364836,416949,425507,439244,132756,179122
208662,2015-09-01 03:00:00+00:00,124801,130989,84997,12178,229808,133907,206241,354676,183662,50883,361593,229505,25315,7704,112065,227563,284668,395401,436040,45722
209168,2015-09-01 03:00:00+00:00,331712,3608,11379,19480,24806,40401,45025,49074,49250,56309,59051,63852,68019,70459,83689,101327,104666,113194,118547,144912
209451,2015-09-01 03:00:00+00:00,29452,91968,389436,396287,351624,437466,287965,284907,166179,311883,129057,300925,179185,230571,328546,345406,306212,320288,176478,90179
209698,2015-09-01 03:00:00+00:00,25290,63693,424586,6333,10647,24201,24866,35168,45495,51289,89783,112721,124424,127222,146705,149162,167353,181217,183001,191407
209702,2015-09-01 03:00:00+00:00,76099,46406,317118,133865,14877,246391,264502,306131,361706,115109,5129,133979,360683,1171,215046,286436,45658,134565,464828,278012
209719,2015-09-01 03:00:00+00:00,36977,421337,394285,308438,266900,235743,96127,869,118551,159956,276494,454422,85436,200568,138017,85674,160690,403778,466495,432992
209844,2015-09-01 03:00:00+00:00,358306,432779,10935,14656,167237,366588,415263,180288,62077,63338,415976,162652,337170,23990,30436,68447,102797,86297,89821,45840
210041,2015-09-01 03:00:00+00:00,116429,135732,199046,80941,232553,347481,87537,261731,372937,408088,11001,360688,196830,360095,185802,362031,345452,10417,224441,69021
210492,2015-09-01 03:00:00+00:00,391226,13475,187030,261256,292558,373513,78899,196051,228721,2980,191746,79971,118742,375888,448057,454265,264958,383416,425521,134992
210502,2015-09-01 03:00:00+00:00,390691,116146,399921,464166,203780,380971,425228,249727,285729,139381,450049,79572,448690,114712,294424,272569,181673,444593,458329,425726
210627,2015-09-01 03:00:00+00:00,37719,314331,264879,103287,309438,457843,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668
210844,2015-09-01 03:00:00+00:00,286614,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029,320130,48030
210851,2015-09-01 03:00:00+00:00,80085,303229,252169,349470,126968,46710,135753,5951,268006,112340,153874,55239,183788,264394,54472,219236,235658,270249,270719,390444
211054,2015-09-01 03:00:00+00:00,105792,314600,284045,425814,226598,227880,455905,93364,380775,90752,157139,317178,396322,139734,243815,255198,272040,287125,51250,408846
211379,2015-09-01 03:00:00+00:00,384302,219512,301843,190536,19752,206880,89688,110529,56505,312445,455240,402403,260093,420162,78155,48291,216225,91105,267232,162652
211695,2015-09-01 03:00:00+00:00,87947,283627,12537,20981,23683,132074,134767,170823,176648,212917,254477,276494,288763,298255,372732,391472,463804,13422,131616,133250
211708,2015-09-01 03:00:00+00:00,61925,291410,340334,343016,114645,240496,433461,441974,285895,135883,28887,44955,90446,122534,146857,236863,247343,284299,359661,390946
211798,2015-09-01 03:00:00+00:00,353954,389107,263692,74494,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447
212353,2015-09-01 03:00:00+00:00,224614,288418,67240,64305,59149,78281,13043,21573,105009,129672,305072,359177,463767,193165,6946,7730,19476,27646,58822,60999
212455,2015-09-01 03:00:00+00:00,56323,252469,446820,419168,358306,165511,253550,267379,283919,82557,132338,219873,461091,402,836,3347,10935,13376,13453,14656
212500,2015-09-01 03:00:00+00:00,149893,462740,287061,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029
212512,2015-09-01 03:00:00+00:00,36956,129285,4699,60999,61508,93544,108666,147414,242204,243358,455792,40121,368033,17666,30374,49126,64305,73398,74683,91508
213179,2015-09-01 03:00:00+00:00,152549,71613,416269,255082,101438,170079,119914,461457,41766,189562,464554,25845,150767,300303,227172,291521,29486,66788,87014,431003
213224,2015-09-01 03:00:00+00:00,40985,164177,254053,147666,259866,199379,366878,452548,465035,98414,371085,45169,384722,398234,301401,365911,398572,202088,264335,145135
213242,2015-09-01 03:00:00+00:00,108304,293775,57070,74451,166065,72779,287173,290298,390459,196072,414315,305058,459722,63144,172661,291341,324878,344997,385206,388229
213270,2015-09-01 03:00:00+00:00,197600,191601,75661,67971,338203,426506,453337,31993,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975
213460,2015-09-01 03:00:00+00:00,56630,79971,13422,27646,111787,131616,133250,138414,140360,143601,143609,151206,152240,157267,161293,206392,216062,223911,224166,225706
213813,2015-09-01 03:00:00+00:00,313402,42669,411988,87353,113871,128108,147431,346701,418237,284363,454926,133961,98186,412945,309203,262416,422829,262354,262224,175355
213889,2015-09-01 03:00:00+00:00,290874,84593,325652,426602,179185,230571,328546,23001,75857,99013,99242,105644,114590,153106,154015,212667,250093,375752,21573,44357
213920,2015-09-01 03:00:00+00:00,162006,315737,466101,98667,158685,81345,270056,406864,417220,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943
213999,2015-09-01 03:00:00+00:00,286531,197083,434814,358565,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447
214012,2015-09-01 03:00:00+00:00,1590,350083,280848,117438,366776,278350,252314,40621,190691,317852,326420,425481,445017,203231,1879,12417,338721,338515,220791,33451
214086,2015-09-01 03:00:00+00:00,108604,371491,136318,337234,362243,400229,409789,311072,444488,154784,8303,31200,36813,308820,154123,143778,239425,19858,137115,102040
214125,2015-09-01 03:00:00+00:00,342426,185551,148574,126870,342288,16206,317697,153455,393546,436620,32504,284871,98582,239481,300314,302144,409401,72562,212389,38515
214126,2015-09-01 03:00:00+00:00,138834,147686,382958,14086,25068,25097,42925,47618,55820,56697,58252,71241,74394,96589,97181,97871,104530,126845,141384,179185
214390,2015-09-01 03:00:00+00:00,307461,222643,21348,215291,139972,252776,31396,68193,291104,278335,101120,67046,88261,118165,140510,360648,204999,461274,181561,318851
214579,2015-09-01 03:00:00+00:00,86939,351273,286673,187946,461686,5411,370653,257040,309778,298009,219512,96924,384302,7943,335975,111530,441668,234255,369447,37029
214698,2015-09-01 03:00:00+00:00,345010,424512,31848,172470,364539,287405,180018,272847,272455,337772,225092,216732,394701,170429,43427,109493,339705,56846,450887,408433
214712,2015-09-01 03:00:00+00:00,299677,367102,244252,200425,105108,381211,301344,276883,25068,41191,56697,71241,71816,91592,206966,271612,181576,162652,46019,52713
214928,2015-09-01 03:00:00+00:00,293612,23719,48625,127400,140360,225706,242402,324704,343842,451800,23623,42369,82313,189104,248046,301161,301750,352947,357313,369770
215026,2015-09-01 03:00:00+00:00,227869,296448,538,1874,2543,3710,5024,11227,12320,17817,18274,22128,25042,31454,37484,60655,61583,64247,66439,69617
215044,2015-09-01 03:00:00+00:00,74038,43625,17379,390542,74150,45038,49546,370982,135593,224110,120262,462068,156656,183844,206348,300951,341100,115912,6194,138383
215107,2015-09-01 03:00:00+00:00,358713,460428,406021,129666,220596,103774,25659,91493,211354,222587,265695,375139,401674,213738,192468,312445,36127,182523,399730,224079
